exp_name,dataset_name,file_size_bytes,pipeline,n_runs,compression_ratio_mean,compression_ratio_stdev,encode_ms_mean,encode_ms_stdev,decode_ms_mean,decode_ms_stdev,build_huffman_ms_mean,build_huffman_ms_stdev,build_obst_ms_mean,build_obst_ms_stdev,total_ms_mean,total_ms_stdev,lookup_comparisons_per_symbol_mean,lookup_comparisons_per_symbol_stdev,correctness_ok_rate
exp2_size_scaling,uniform256,2097152,huffman+obst,7,1.0,0.0,10691.607442857143,1974.804425229753,8566.648457142857,479.80540248679574,2.3977285714285714,0.07119091033471699,2500.3379857142854,839.1885282798763,21760.991614285715,2880.780288245433,7.037896496909005,0.00031261451780706785,1.0
exp2_size_scaling,uniform256,4194304,huffman,7,1.0,0.0,11588.4064,125.41962044220465,17449.000614285713,169.42085331181784,2.3000285714285713,0.1409186729321291,0.0,0.0,29039.707042857142,165.15858311742724,0.0,0.0,1.0
exp2_size_scaling,uniform256,4194304,huffman+obst,7,1.0,0.0,20516.013642857142,174.29033582714627,17499.798014285716,156.78484895204244,2.3640142857142856,0.27350239748231,2218.6541,93.02030403456727,40236.82977142857,183.21837218164524,7.03796478680202,0.00035539191491720427,1.0
exp2_size_scaling,uniform256,8388608,huffman,7,1.0,0.0,23125.057814285716,309.1507512724145,34854.43038571429,98.0289371490791,2.3503714285714286,0.01799552854514284,0.0,0.0,57981.83857142857,356.9910567178118,0.0,0.0,1.0
exp2_size_scaling,uniform256,8388608,huffman+obst,7,1.0,0.0,40989.65735714286,263.62941717880966,35042.90988571428,363.21660637764626,2.3428285714285715,0.02524016074207364,2205.4092285714287,69.51427085423336,78240.3193,629.9567276108005,7.03835426058088,0.000185108644267267,1.0
exp2_size_scaling,zipf128,4096,huffman,7,0.6028878348214286,0.0063286240979098,7.789471428571429,0.7045629655190178,11.123357142857143,0.49697524370650753,1.1054857142857142,0.02376982881521788,0.0,0.0,20.018314285714286,0.6668931759249288,0.0,0.0,1.0
exp2_size_scaling,zipf128,4096,huffman+obst,7,0.6028878348214286,0.0063286240979098,13.674028571428572,0.9173572544984597,11.055685714285714,0.4663183977662021,1.0750285714285714,0.01758974268200214,268.93107142857144,6.833471704220402,294.7358142857143,7.82107864138713,4.21142578125,0.046109626751234756,1.0
exp2_size_scaling,zipf128,8192,huffman,7,0.6025565011160714,0.003145080716976429,14.710557142857143,0.1479901331974859,21.322657142857143,0.1199800658045995,1.0985571428571428,0.027236119225693533,0.0,0.0,37.131771428571426,0.21499847839993197,0.0,0.0,1.0
exp2_size_scaling,zipf128,8192,huffman+obst,7,0.6025565011160714,0.003145080716976429,26.194828571428573,0.19965603517287522,21.41474285714286,0.3740823387844924,1.0797142857142856,0.00892327080754375,272.53992857142856,2.4330550135678464,321.2292142857143,2.5387775880192063,4.229457310267857,0.02367300963391593,1.0
exp2_size_scaling,zipf128,16384,huffman,7,0.6046840122767857,0.0021820754308141317,30.24357142857143,1.0839086549986352,43.54484285714286,1.1062898050950045,1.0960714285714286,0.009751532236135063,0.0,0.0,74.88448571428572,1.2415091615027378,0.0,0.0,1.0
exp2_size_scaling,zipf128,16384,huffman+obst,7,0.6046840122767857,0.0021820754308141317,52.8002,0.6927018718996891,43.2359,0.4742330299195404,1.0952,0.015486553307089809,272.9243142857143,2.3116394510019496,370.0556142857143,2.8374483939087507,4.259556361607143,0.01666691416602063,1.0
exp2_size_scaling,zipf128,32768,huffman,7,0.6044703892299107,0.0017838835556372595,59.77447142857143,1.8987900662564803,86.10125714285714,1.1846521231387475,1.1109428571428572,0.01001463215214897,0.0,0.0,146.98667142857144,1.737621279905641,0.0,0.0,1.0
exp2_size_scaling,zipf128,32768,huffman+obst,7,0.6044703892299107,0.0017838835556372595,105.84521428571429,1.185594297428608,87.34865714285715,3.050295153400264,1.1058285714285714,0.013404938677680724,275.87854285714286,4.384359841473309,470.1782428571429,3.8345502929970605,4.266597202845982,0.015680952310624365,1.0
exp2_size_scaling,zipf128,65536,huffman,7,0.6053793770926339,0.0010977292255578551,113.62288571428572,9.774890396901059,166.0382285714286,14.215026991147353,1.0703,0.09656942235166023,0.0,0.0,280.7314142857143,24.052921666984563,0.0,0.0,1.0
exp2_size_scaling,zipf128,65536,huffman+obst,7,0.6053793770926339,0.0010977292255578551,207.6269,13.442139016044536,169.02492857142857,9.584769285819087,1.0786571428571428,0.10465973210270282,266.6468,19.48012922202177,644.3772857142857,41.41553244896685,4.279030936104911,0.007620604765093373,1.0
exp2_size_scaling,zipf128,131072,huffman,7,0.6047962733677456,0.0007876209496252563,238.40984285714285,3.0049004946681905,344.5748857142857,2.637740050010339,1.1361571428571429,0.02688493116616678,0.0,0.0,584.1208857142857,3.504568617499446,0.0,0.0,1.0
exp2_size_scaling,zipf128,131072,huffman+obst,7,0.6047962733677456,0.0007876209496252563,422.3419,2.4073137892680134,345.4627142857143,5.783504382992648,1.1680714285714286,0.1136215606635424,272.6457857142857,2.153959052093435,1041.6184714285714,6.967897385561427,4.278248378208706,0.005718567290372727,1.0
exp2_size_scaling,zipf128,262144,huffman,7,0.6048518589564732,0.0006071671794986518,471.83827142857143,1.627119653164526,672.4828,35.09075366403518,1.1367571428571428,0.021374974241142944,0.0,0.0,1145.4578285714285,35.899386056157624,0.0,0.0,1.0
exp2_size_scaling,zipf128,262144,huffman+obst,7,0.6048518589564732,0.0006071671794986518,842.6206857142857,33.83337670335948,691.2855857142857,9.300902076936532,1.1303285714285713,0.021646147793215168,271.6738857142857,10.621355917588646,1806.7104857142856,49.80166625078694,4.280419485909598,0.004173985847520963,1.0
exp2_size_scaling,zipf128,524288,huffman,7,0.6049365997314453,0.00032733681400855637,934.8909142857143,33.02399276760399,1380.1272142857142,5.563101764132628,1.1172428571428572,0.06603655192752107,0.0,0.0,2316.1353714285715,32.2612998967138,0.0,0.0,1.0
exp2_size_scaling,zipf128,524288,huffman+obst,7,0.6049365997314453,0.00032733681400855637,1692.4649714285713,11.287941944794383,1357.4066142857143,83.09413558409578,1.1297714285714286,0.011328241152934916,273.5405857142857,2.055928128144373,3324.5419428571427,86.0551603489462,4.284046718052456,0.0023441533817040307,1.0
exp2_size_scaling,zipf128,1048576,huffman,7,0.6047837393624442,0.00026903405126108134,1893.1530714285714,11.87242017614974,2774.2890714285713,19.650467680415385,1.147157142857143,0.025445094952521955,0.0,0.0,4668.5893,26.397360123125978,0.0,0.0,1.0
exp2_size_scaling,zipf128,1048576,huffman+obst,7,0.6047837393624442,0.00026903405126108134,3395.2518,24.04677197338556,2743.972228571429,105.75133024876038,1.1487857142857143,0.03963876169321424,275.57467142857143,4.351704830567099,6415.947485714286,111.96313243351452,4.283996854509626,0.0019543618482388767,1.0
exp2_size_scaling,zipf128,2097152,huffman,7,0.6051150730678013,0.00025209052378247004,3889.175,319.89542465532924,5514.515428571429,105.58307959014581,1.379857142857143,0.6318066525373693,0.0,0.0,9405.070285714286,354.52622546247767,0.0,0.0,1.0
exp2_size_scaling,zipf128,2097152,huffman+obst,7,0.6051150730678013,0.00025209052378247004,6763.763214285714,427.6086957487784,5381.230085714285,239.6195010019038,1.1354142857142857,0.032434520117277765,272.5375285714286,6.4991323050887,12418.666242857144,586.9768053357437,4.286543028695243,0.0015893821709956279,1.0
exp2_size_scaling,zipf128,4194304,huffman,7,0.6049464770725795,0.00017759110875820676,7211.806857142858,137.7117150453177,10495.235914285715,118.59985689205004,1.0789,0.021326978220085453,0.0,0.0,17708.121671428573,163.1696306128551,0.0,0.0,1.0
exp2_size_scaling,zipf128,4194304,huffman+obst,7,0.6049464770725795,0.00017759110875820676,12916.648071428572,96.13595980172643,10471.513957142857,172.500012026752,1.0579571428571428,0.0662644413730033,259.8004714285714,27.520483273537327,23649.02045714286,106.13223279544395,4.285754408155169,0.001251294384688146,1.0
exp2_size_scaling,zipf128,8388608,huffman,7,0.6050307069505964,9.40774018323902e-05,14438.797471428572,156.73345148584437,22996.977857142858,4960.01583283746,1.0659857142857143,0.06730810819337762,0.0,0.0,37436.84131428572,5066.503725659588,0.0,0.0,1.0
exp2_size_scaling,zipf128,8388608,huffman+obst,7,0.6050307069505964,9.40774018323902e-05,25636.46945714286,429.5741400531608,21036.545671428572,129.0924761206699,1.0876857142857144,0.0181683267044077,261.27275714285713,3.6748761153074483,46935.37557142857,488.9736478419504,4.2865321806498935,0.0009739083988409341,1.0
exp3_pipeline_compare,english_like_1024kb,1048576,huffman,7,0.6897687911987305,8.098561266907336e-05,2008.4397428571428,24.90895108040859,2974.450214285714,12.346663763466461,0.4199428571428571,0.019223410826633345,0.0,0.0,4983.3099,19.52387341162965,0.0,0.0,1.0
exp3_pipeline_compare,english_like_1024kb,1048576,huffman+obst,7,0.6897687911987305,8.098561266907336e-05,3511.7054714285714,12.070190630186753,2915.4284857142857,90.21871375304988,0.4207142857142857,0.008871194690575509,20.027128571428573,0.24685528631356612,6447.5818,93.08703503268664,4.518741471426828,0.000670457107111092,1.0
exp3_pipeline_compare,repetitive90_1024kb,1048576,huffman,7,0.22517939976283483,0.00017604159218624702,795.2409857142857,21.501491180414174,1077.8932857142856,14.005824930176761,2.2351285714285716,0.2506097478437056,0.0,0.0,1875.3694,33.21549892349452,0.0,0.0,1.0
exp3_pipeline_compare,repetitive90_1024kb,1048576,huffman+obst,7,0.22517939976283483,0.00017604159218624702,1489.5795714285714,14.390310090325196,1054.8642285714286,32.450868659185616,2.2399,0.042048900104521204,2061.7936571428572,20.634361002371556,4608.477357142857,44.17280703626203,1.6282221930367606,0.0012893194402946685,1.0
exp3_pipeline_compare,repetitive99_1024kb,1048576,huffman,7,0.13510744912283762,7.160575852837302e-05,519.9358714285714,41.449794979015046,660.9626285714286,40.12440663256859,2.1037857142857144,0.15760178117195067,0.0,0.0,1183.0022857142858,79.51252564058547,0.0,0.0,1.0
exp3_pipeline_compare,repetitive99_1024kb,1048576,huffman+obst,7,0.13510744912283762,7.160575852837302e-05,1072.6808,7.569251602371272,684.1772,7.310594452801605,2.1934857142857145,0.011017929111442105,2041.701757142857,10.310755807223375,3800.753242857143,11.705328720267795,1.0625923701695033,0.000461515781193147,1.0
exp3_pipeline_compare,uniform128_1024kb,1048576,huffman,7,0.875,0.0,2469.8283142857144,99.45350085662196,3727.168514285714,20.71429017606186,1.057842857142857,0.06659318926994606,0.0,0.0,6198.054671428572,105.51495793985363,0.0,0.0,1.0
exp3_pipeline_compare,uniform128_1024kb,1048576,huffman+obst,7,0.875,0.0,4331.088157142857,98.11595952753812,3701.4285142857143,56.80016013860731,1.057057142857143,0.06084003224694675,270.04692857142857,24.135184994713587,8303.620657142857,105.98670498228971,6.068564414978027,0.0010668208874197553,1.0
exp3_pipeline_compare,uniform256_1024kb,1048576,huffman,7,1.0,0.0,2777.7033142857144,8.087770135092601,4115.879428571428,134.01288376466772,2.2315714285714288,0.04858469286670833,0.0,0.0,6895.814314285714,134.97064993557447,0.0,0.0,1.0
exp3_pipeline_compare,uniform256_1024kb,1048576,huffman+obst,7,1.0,0.0,4902.902285714285,61.95353127824713,4097.908785714286,124.13085127488696,2.2037,0.025141797867296582,2118.9087714285715,10.488442784435584,11121.923542857143,145.92646437261726,7.037429537091937,0.0010160054142482767,1.0
exp3_pipeline_compare,zipf128_1024kb,1048576,huffman,7,0.6050128936767578,0.00031490464559673885,1793.2711,80.84160743614639,2651.443314285714,18.464637980423348,1.058757142857143,0.0669859402447722,0.0,0.0,4445.773171428571,88.9362000707943,0.0,0.0,1.0
exp3_pipeline_compare,zipf128_1024kb,1048576,huffman+obst,7,0.6050128936767578,0.00031490464559673885,3245.249514285714,31.06824544050446,2615.003757142857,94.16814994598512,1.0837285714285714,0.011147752282517779,260.72415714285717,1.8407824729872786,6122.061157142857,103.35233907552778,4.285245486668178,0.0031116106758708136,1.0
